[13:43:02]  [System] A corrupted file has been entered. Requesting new one... 
[18:15:44]  [TCP] File data received: 1390592
[18:15:44]  [TCP] File data received: 1392640
[18:15:44]  [TCP] File data received: 1394688
[18:15:44]  [TCP] File data received: 1396736
[18:15:44]  [TCP] File data received: 1398784
[18:15:44]  [TCP] File data received: 1400832
[18:15:44]  [TCP] File data received: 1402880
[18:15:44]  [TCP] File data received: 1404928
[18:15:44]  [TCP] File data received: 1406976
[18:15:44]  [TCP] File data received: 1409024
[18:15:44]  [TCP] File data received: 1411072
[18:15:44]  [TCP] File data received: 1413120
[18:15:44]  [TCP] File data received: 1415168
[18:15:44]  [TCP] File data received: 1417216
[18:15:44]  [TCP] File data received: 1419264
[18:15:44]  [TCP] File data received: 1421312
[18:15:44]  [TCP] File data received: 1423360
[18:15:44]  [TCP] File data received: 1425408
[18:15:44]  [TCP] File data received: 1427456
[18:15:44]  [TCP] File data received: 1429504
[18:15:44]  [TCP] File data received: 1431552
[18:15:44]  [TCP] File data received: 1433600
[18:15:44]  [TCP] File data received: 1435648
[18:15:44]  [TCP] File data received: 1437696
[18:15:44]  [TCP] File data received: 1439744
[18:15:44]  [TCP] File data received: 1441792
[18:15:44]  [TCP] File data received: 1443840
[18:15:44]  [TCP] File data received: 1445888
[18:15:44]  [TCP] File data received: 1447936
[18:15:44]  [TCP] File data received: 1449984
[18:15:44]  [TCP] File data received: 1452032
[18:15:44]  [TCP] File data received: 1454080
[18:15:44]  [TCP] File data received: 1456128
[18:15:44]  [TCP] File data received: 1458176
[18:15:44]  [TCP] File data received: 1460224
[18:15:44]  [TCP] File data received: 1462272
[18:15:44]  [TCP] File data received: 1464320
[18:15:44]  [TCP] File data received: 1466368
[18:15:44]  [TCP] File data received: 1468416
[18:15:44]  [TCP] File data received: 1470464
[18:15:44]  [TCP] File data received: 1472512
[18:15:44]  [TCP] File data received: 1474560
[18:15:44]  [TCP] File data received: 1476608
[18:15:44]  [TCP] File data received: 1478656
[18:15:44]  [TCP] File data received: 1480704
[18:15:44]  [TCP] File data received: 1482752
[18:15:44]  [TCP] File data received: 1484800
[18:15:44]  [TCP] File data received: 1486848
[18:15:44]  [TCP] File data received: 1488896
[18:15:44]  [TCP] File data received: 1490944
[18:15:44]  [TCP] File data received: 1492992
[18:15:44]  [TCP] File data received: 1495040
[18:15:44]  [TCP] File data received: 1497088
[18:15:44]  [TCP] File data received: 1499136
[18:15:44]  [TCP] File data received: 1501184
[18:15:44]  [TCP] File data received: 1503232
[18:15:44]  [TCP] File data received: 1505280
[18:15:44]  [TCP] File data received: 1507328
[18:15:44]  [TCP] File data received: 1509376
[18:15:44]  [TCP] File data received: 1511424
[18:15:44]  [TCP] File data received: 1513472
[18:15:44]  [TCP] File data received: 1515520
[18:15:44]  [TCP] File data received: 1517568
[18:15:44]  [TCP] File data received: 1519616
[18:15:44]  [TCP] File data received: 1521664
[18:15:44]  [TCP] File data received: 1523712
[18:15:44]  [TCP] File data received: 1525760
[18:15:44]  [TCP] File data received: 1527808
[18:15:44]  [TCP] File data received: 1529856
[18:15:44]  [TCP] File data received: 1531904
[18:15:44]  [TCP] File data received: 1533952
[18:15:44]  [TCP] File data received: 1536000
[18:15:44]  [TCP] File data received: 1538048
[18:15:44]  [TCP] File data received: 1540096
[18:15:44]  [TCP] File data received: 1542144
[18:15:44]  [TCP] File data received: 1544192
[18:15:44]  [TCP] File data received: 1546240
[18:15:44]  [TCP] File data received: 1548288
[18:15:44]  [TCP] File data received: 1550336
[18:15:44]  [TCP] File data received: 1552384
[18:15:44]  [TCP] File data received: 1554432
[18:15:44]  [TCP] File data received: 1556480
[18:15:44]  [TCP] File data received: 1558528
[18:15:44]  [TCP] File data received: 1560576
[18:15:44]  [TCP] File data received: 1562624
[18:15:44]  [TCP] File data received: 1564672
[18:15:44]  [TCP] File data received: 1566720
[18:15:44]  [TCP] File data received: 1568768
[18:15:44]  [TCP] File data received: 1570816
[18:15:44]  [TCP] File data received: 1572864
[18:15:44]  [TCP] File data received: 1574912
[18:15:44]  [TCP] File data received: 1576960
[18:15:44]  [TCP] File data received: 1579008
[18:15:44]  [TCP] File data received: 1581056
[18:15:44]  [TCP] File data received: 1583104
[18:15:44]  [TCP] File data received: 1585152
[18:15:44]  [TCP] File data received: 1587200
[18:15:44]  [TCP] File data received: 1589248
[18:15:44]  [TCP] File data received: 1591296
[18:15:44]  [TCP] File data received: 1593344
[18:15:44]  [TCP] File data received: 1595392
[18:15:44]  [TCP] File data received: 1597440
[18:15:44]  [TCP] File data received: 1599488
[18:15:44]  [TCP] File data received: 1601536
[18:15:44]  [TCP] File data received: 1603584
[18:15:44]  [TCP] File data received: 1605632
[18:15:44]  [TCP] File data received: 1607680
[18:15:44]  [TCP] File data received: 1609728
[18:15:44]  [TCP] File data received: 1611776
[18:15:44]  [TCP] File data received: 1613824
[18:15:44]  [TCP] File data received: 1615872
[18:15:44]  [TCP] File data received: 1617920
[18:15:44]  [TCP] File data received: 1619968
[18:15:44]  [TCP] File data received: 1622016
[18:15:44]  [TCP] File data received: 1624064
[18:15:44]  [TCP] File data received: 1626112
[18:15:44]  [TCP] File data received: 1628160
[18:15:44]  [TCP] File data received: 1630208
[18:15:44]  [TCP] File data received: 1632256
[18:15:44]  [TCP] File data received: 1634304
[18:15:44]  [TCP] File data received: 1636352
[18:15:44]  [TCP] File data received: 1638400
[18:15:44]  [TCP] File data received: 1640448
[18:15:44]  [TCP] File data received: 1642496
[18:15:44]  [TCP] File data received: 1644544
[18:15:44]  [TCP] File data received: 1646592
[18:15:44]  [TCP] File data received: 1648640
[18:15:44]  [TCP] File data received: 1650688
[18:15:44]  [TCP] File data received: 1652736
[18:15:44]  [TCP] File data received: 1654784
[18:15:44]  [TCP] File data received: 1656832
[18:15:44]  [TCP] File data received: 1658880
[18:15:44]  [TCP] File data received: 1660928
[18:15:44]  [TCP] File data received: 1662976
[18:15:44]  [TCP] File data received: 1665024
[18:15:44]  [TCP] File data received: 1667072
[18:15:44]  [TCP] File data received: 1669120
[18:15:44]  [TCP] File data received: 1671168
[18:15:44]  [TCP] File data received: 1673216
[18:15:44]  [TCP] File data received: 1675264
[18:15:44]  [TCP] File data received: 1677312
[18:15:44]  [TCP] File data received: 1679360
[18:15:44]  [TCP] File data received: 1681408
[18:15:44]  [TCP] File data received: 1683456
[18:15:44]  [TCP] File data received: 1685504
[18:15:44]  [TCP] File data received: 1687552
[18:15:44]  [TCP] File data received: 1689600
[18:15:44]  [TCP] File data received: 1691648
[18:15:44]  [TCP] File data received: 1693696
[18:15:44]  [TCP] File data received: 1695744
[18:15:44]  [TCP] File data received: 1697792
[18:15:44]  [TCP] File data received: 1699840
[18:15:44]  [TCP] File data received: 1701888
[18:15:44]  [TCP] File data received: 1703936
[18:15:44]  [TCP] File data received: 1705984
[18:15:44]  [TCP] File data received: 1708032
[18:15:44]  [TCP] File data received: 1710080
[18:15:44]  [TCP] File data received: 1712128
[18:15:44]  [TCP] File data received: 1714176
[18:15:44]  [TCP] File data received: 1716224
[18:15:44]  [TCP] File data received: 1718272
[18:15:44]  [TCP] File data received: 1720320
[18:15:44]  [TCP] File data received: 1722368
[18:15:44]  [TCP] File data received: 1724416
[18:15:44]  [TCP] File data received: 1726464
[18:15:44]  [TCP] File data received: 1728512
[18:15:44]  [TCP] File data received: 1730560
[18:15:44]  [TCP] File data received: 1732608
[18:15:44]  [TCP] File data received: 1734656
[18:15:44]  [TCP] File data received: 1736704
[18:15:44]  [TCP] File data received: 1738752
[18:15:44]  [TCP] File data received: 1740800
[18:15:44]  [TCP] File data received: 1742848
[18:15:44]  [TCP] File data received: 1744896
[18:15:44]  [TCP] File data received: 1746944
[18:15:44]  [TCP] File data received: 1748992
[18:15:44]  [TCP] File data received: 1751040
[18:15:44]  [TCP] File data received: 1753088
[18:15:44]  [TCP] File data received: 1755136
[18:15:44]  [TCP] File data received: 1757184
[18:15:44]  [TCP] File data received: 1759232
[18:15:44]  [TCP] File data received: 1761280
[18:15:44]  [TCP] File data received: 1763328
[18:15:44]  [TCP] File data received: 1765376
[18:15:44]  [TCP] File data received: 1767424
[18:15:44]  [TCP] File data received: 1769472
[18:15:44]  [TCP] File data received: 1771520
[18:15:44]  [TCP] File data received: 1773568
[18:15:44]  [TCP] File data received: 1775616
[18:15:44]  [TCP] File data received: 1777664
[18:15:44]  [TCP] File data received: 1779712
[18:15:44]  [TCP] File data received: 1781760
[18:15:44]  [TCP] File data received: 1783808
[18:15:44]  [TCP] File data received: 1785856
[18:15:44]  [TCP] File data received: 1787904
[18:15:44]  [TCP] File data received: 1789952
[18:15:44]  [TCP] File data received: 1792000
[18:15:44]  [TCP] File data received: 1794048
[18:15:44]  [TCP] File data received: 1796096
[18:15:44]  [TCP] File data received: 1798144
[18:15:44]  [TCP] File data received: 1800192
[18:15:44]  [TCP] File data received: 1802240
[18:15:44]  [TCP] File data received: 1804288
[18:15:44]  [TCP] File data received: 1806336
[18:15:44]  [TCP] File data received: 1808384
[18:15:44]  [TCP] File data received: 1810432
[18:15:44]  [TCP] File data received: 1812480
[18:15:44]  [TCP] File data received: 1814528
[18:15:44]  [TCP] File data received: 1816576
[18:15:44]  [TCP] File data received: 1818624
[18:15:44]  [TCP] File data received: 1820672
[18:15:44]  [TCP] File data received: 1822720
[18:15:44]  [TCP] File data received: 1824768
[18:15:44]  [TCP] File data received: 1826816
[18:15:44]  [TCP] File data received: 1828864
[18:15:44]  [TCP] File data received: 1830912
[18:15:44]  [TCP] File data received: 1832960
[18:15:44]  [TCP] File data received: 1835008
[18:15:44]  [TCP] File data received: 1837056
[18:15:44]  [TCP] File data received: 1839104
[18:15:44]  [TCP] File data received: 1841152
[18:15:44]  [TCP] File data received: 1843200
[18:15:44]  [TCP] File data received: 1845248
[18:15:44]  [TCP] File data received: 1847296
[18:15:44]  [TCP] File data received: 1849344
[18:15:44]  [TCP] File data received: 1851392
[18:15:44]  [TCP] File data received: 1853440
[18:15:44]  [TCP] File data received: 1855488
[18:15:44]  [TCP] File data received: 1857536
[18:15:44]  [TCP] File data received: 1859584
[18:15:44]  [TCP] File data received: 1861632
[18:15:44]  [TCP] File data received: 1863680
[18:15:44]  [TCP] File data received: 1865728
[18:15:44]  [TCP] File data received: 1867776
[18:15:44]  [TCP] File data received: 1869824
[18:15:44]  [TCP] File data received: 1871872
[18:15:44]  [TCP] File data received: 1873920
[18:15:44]  [TCP] File data received: 1875968
[18:15:44]  [TCP] File data received: 1878016
[18:15:44]  [TCP] File data received: 1880064
[18:15:44]  [TCP] File data received: 1882112
[18:15:44]  [TCP] File data received: 1884160
[18:15:44]  [TCP] File data received: 1886208
[18:15:44]  [TCP] File data received: 1888256
[18:15:44]  [TCP] File data received: 1890304
[18:15:44]  [TCP] File data received: 1892352
[18:15:44]  [TCP] File data received: 1894400
[18:15:44]  [TCP] File data received: 1896448
[18:15:44]  [TCP] File data received: 1898496
[18:15:44]  [TCP] File data received: 1900544
[18:15:44]  [TCP] File data received: 1902592
[18:15:44]  [TCP] File data received: 1904640
[18:15:44]  [TCP] File data received: 1906688
[18:15:44]  [TCP] File data received: 1908736
[18:15:44]  [TCP] File data received: 1910784
[18:15:44]  [TCP] File data received: 1912832
[18:15:44]  [TCP] File data received: 1914880
[18:15:44]  [TCP] File data received: 1916928
[18:15:44]  [TCP] File data received: 1918976
[18:15:44]  [TCP] File data received: 1921024
[18:15:44]  [TCP] File data received: 1923072
[18:15:44]  [TCP] File data received: 1925120
[18:15:44]  [TCP] File data received: 1927168
[18:15:44]  [TCP] File data received: 1929216
[18:15:44]  [TCP] File data received: 1931264
[18:15:44]  [TCP] File data received: 1933312
[18:15:44]  [TCP] File data received: 1935360
[18:15:44]  [TCP] File data received: 1937408
[18:15:44]  [TCP] File data received: 1939456
[18:15:44]  [TCP] File data received: 1941504
[18:15:44]  [TCP] File data received: 1943552
[18:15:44]  [TCP] File data received: 1945600
[18:15:44]  [TCP] File data received: 1947648
[18:15:44]  [TCP] File data received: 1949696
[18:15:44]  [TCP] File data received: 1951744
[18:15:44]  [TCP] File data received: 1953792
[18:15:44]  [TCP] File data received: 1955840
[18:15:44]  [TCP] File data received: 1957888
[18:15:44]  [TCP] File data received: 1959936
[18:15:44]  [TCP] File data received: 1961984
[18:15:44]  [TCP] File data received: 1964032
[18:15:44]  [TCP] File data received: 1966080
[18:15:44]  [TCP] File data received: 1968128
[18:15:44]  [TCP] File data received: 1970176
[18:15:44]  [TCP] File data received: 1972224
[18:15:44]  [TCP] File data received: 1974272
[18:15:44]  [TCP] File data received: 1976320
[18:15:44]  [TCP] File data received: 1978368
[18:15:44]  [TCP] File data received: 1980416
[18:15:44]  [TCP] File data received: 1982464
[18:15:44]  [TCP] File data received: 1984512
[18:15:44]  [TCP] File data received: 1986560
[18:15:44]  [TCP] File data received: 1988608
[18:15:44]  [TCP] File data received: 1990656
[18:15:44]  [TCP] File data received: 1992704
[18:15:44]  [TCP] File data received: 1994752
[18:15:44]  [TCP] File data received: 1996800
[18:15:44]  [TCP] File data received: 1998848
[18:15:44]  [TCP] File data received: 2000896
[18:15:44]  [TCP] File data received: 2002944
[18:15:44]  [TCP] File data received: 2004992
[18:15:44]  [TCP] File data received: 2007040
[18:15:44]  [TCP] File data received: 2009088
[18:15:44]  [TCP] File data received: 2011136
[18:15:44]  [TCP] File data received: 2013184
[18:15:44]  [TCP] File data received: 2015232
[18:15:44]  [TCP] File data received: 2017280
[18:15:44]  [TCP] File data received: 2019328
[18:15:44]  [TCP] File data received: 2021376
[18:15:44]  [TCP] File data received: 2023424
[18:15:44]  [TCP] File data received: 2025472
[18:15:44]  [TCP] File data received: 2027520
